id,oneway,category,nodes
4629,False,service,"['1324294266', '1324294575']"
4630,False,service,"['1324294266', '1324294322']"
4631,False,service,"['1324294322', '1324294266']"
4632,False,residential,"['1324294654', '1328999518']"
4633,False,residential,"['1328999518', '1324294654']"
4634,False,residential,"['1328999518', '1324294491', '1328999608']"
4635,False,residential,"['1328999608', '1324294491', '1328999518']"
4636,False,residential,"['1328999608', '1324294936']"
4637,False,residential,"['1324294936', '1328999608']"
4638,False,service,"['1324294852', '1324295019', '1324295206']"
4639,False,service,"['1324295206', '1324295019', '1324294852']"
4640,False,service,"['1324294729', '1324295203']"
4641,False,service,"['1324295203', '1324294729']"
4642,False,service,"['1324294326', '1324294376']"
4643,False,service,"['1324294376', '1324294326']"
4644,False,service,"['1324295098', '1324294322']"
4645,False,service,"['1324294322', '1324295098']"
4646,False,service,"['1324294322', '1324295144', '1324294450']"
4647,False,service,"['1324294450', '1324295144', '1324294322']"
4648,False,service,"['1324294450', '1324294989']"
4649,False,service,"['1324294989', '1324294450']"
4650,False,service,"['1328999452', '1328999442']"
4651,False,service,"['1328999442', '1328999452']"
4652,False,service,"['1328999608', '1328999492', '1328999560']"
4653,False,service,"['1328999560', '1328999492', '1328999608']"
4654,False,service,"['1328999431', '1328999581', '1328999558', '1328999579', '1328999540', '1328999518']"
4655,False,service,"['1328999518', '1328999540', '1328999579', '1328999558', '1328999581', '1328999431']"
4656,False,service,"['1328999518', '1328999460', '1328999453', '1328999502']"
4657,False,service,"['1328999502', '1328999453', '1328999460', '1328999518']"
4658,False,service,"['1404037055', '1404037020']"
4659,False,service,"['1404037020', '1404037055']"
4660,False,service,"['1404036953', '1404036974', '1404037141']"
4661,False,service,"['1404037141', '1404036974', '1404036953']"
4662,False,service,"['1404036983', '1404037018']"
4663,False,service,"['1404037018', '1404036983']"
4664,False,service,"['1404037018', '1404037141']"
4665,False,service,"['1404037141', '1404037018']"
4666,False,service,"['1404037141', '1404037025']"
4667,False,service,"['1404037025', '1404037141']"
4668,False,service,"['1404037025', '1404037086']"
4669,False,service,"['1404037086', '1404037025']"
4670,False,service,"['1404037086', '1404037020']"
4671,False,service,"['1404037020', '1404037086']"
4672,False,service,"['1404037020', '1404037003']"
4673,False,service,"['1404037003', '1404037020']"
4674,False,service,"['1404037073', '1404037033']"
4675,False,service,"['1404037033', '1404037073']"
4676,False,service,"['1404037033', '1404037047']"
4677,False,service,"['1404037047', '1404037033']"
4678,False,service,"['1404037005', '1404037040', '1404037086']"
4679,False,service,"['1404037086', '1404037040', '1404037005']"
4680,False,service,"['1404036953', '1404037085']"
4681,False,service,"['1404037085', '1404036953']"
4682,False,service,"['1404037085', '1404037096', '1404037015']"
4683,False,service,"['1404037015', '1404037096', '1404037085']"
4684,False,service,"['1404037029', '1404037105']"
4685,False,service,"['1404037105', '1404037029']"
4686,False,service,"['1404037030', '1404036975']"
4687,False,service,"['1404036975', '1404037030']"
4688,False,service,"['1404036975', '1404036968']"
4689,False,service,"['1404036968', '1404036975']"
4690,False,service,"['1404036968', '1404037063', '1404037134']"
4691,False,service,"['1404037134', '1404037063', '1404036968']"
4692,False,service,"['1404037134', '1404037044']"
4693,False,service,"['1404037044', '1404037134']"
4694,False,service,"['1404036972', '1404037117']"
4695,False,service,"['1404037117', '1404036972']"
4696,False,service,"['1404037117', '1404037087']"
4697,False,service,"['1404037087', '1404037117']"
4698,False,residential,"['1404036952', '1404037120', '1404037135', '1404037125']"
4699,False,residential,"['1404037125', '1404037135', '1404037120', '1404036952']"
4700,False,residential,"['1404037125', '1404037128', '1404037126']"
4701,False,residential,"['1404037126', '1404037128', '1404037125']"
4702,False,service,"['1404037011', '1404037033']"
4703,False,service,"['1404037033', '1404037011']"
4704,False,service,"['1404037117', '1404037025']"
4705,False,service,"['1404037025', '1404037117']"
4706,False,service,"['1404037115', '1404037024']"
4707,False,service,"['1404037024', '1404037115']"
4708,False,service,"['1404037024', '1404037027']"
4709,False,service,"['1404037027', '1404037024']"
4710,False,service,"['1404036950', '1404037047']"
4711,False,service,"['1404037047', '1404036950']"
4712,False,service,"['1404037047', '1404037107']"
4713,False,service,"['1404037107', '1404037047']"
4714,False,service,"['1404037053', '1404037014']"
4715,False,service,"['1404037014', '1404037053']"
4716,False,service,"['1404037014', '1404037134']"
4717,False,service,"['1404037134', '1404037014']"
4718,False,service,"['1404037134', '1404037027']"
4719,False,service,"['1404037027', '1404037134']"
4720,False,service,"['1404037085', '1404037018']"
4721,False,service,"['1404037018', '1404037085']"
4722,False,residential,"['1404036994', '1404036963', '1404037015']"
4723,False,residential,"['1404037015', '1404036963', '1404036994']"
4724,False,residential,"['1404037015', '1404036952']"
4725,False,residential,"['1404036952', '1404037015']"
4726,False,residential,"['1404036952', '1404037044']"
4727,False,residential,"['1404037044', '1404036952']"
4728,False,residential,"['1404037044', '1404037043']"
4729,False,residential,"['1404037043', '1404037044']"
4730,False,service,"['1404036975', '1404037112', '1404037029']"
4731,False,service,"['1404037029', '1404037112', '1404036975']"
4732,False,service,"['1404037029', '1404037014']"
4733,False,service,"['1404037014', '1404037029']"
4734,False,service,"['1404037013', '1404037073']"
4735,False,service,"['1404037073', '1404037013']"
4736,False,service,"['1404037073', '1404037149']"
4737,False,service,"['1404037149', '1404037073']"
4738,False,residential,"['1316471802', '1316472026']"
4739,False,residential,"['1316472026', '1316471802']"
4740,False,residential,"['1316472026', '1316471969']"
4741,False,residential,"['1316471969', '1316472026']"
4742,False,residential,"['1316471969', '1316472175', '1316471713']"
4743,False,residential,"['1316471713', '1316472175', '1316471969']"
4744,False,residential,"['1316471713', '1316472161']"
4745,False,residential,"['1316472161', '1316471713']"
4746,False,residential,"['1316472161', '1316471744']"
4747,False,residential,"['1316471744', '1316472161']"
4748,False,residential,"['1316471744', '1316471850']"
4749,False,residential,"['1316471850', '1316471744']"
4750,False,residential,"['1316471850', '1316471955', '1316471994']"
4751,False,residential,"['1316471994', '1316471955', '1316471850']"
4752,False,residential,"['1316471994', '1316471797']"
4753,False,residential,"['1316471797', '1316471994']"
4754,False,service,"['1404036968', '1404037024']"
4755,False,service,"['1404037024', '1404036968']"
4756,False,service,"['1404037024', '1404037149']"
4757,False,service,"['1404037149', '1404037024']"
4758,False,service,"['1404037149', '1404037064', '1404037125']"
4759,False,service,"['1404037125', '1404037064', '1404037149']"
4760,False,service,"['1404152799', '1404152880']"
4761,False,service,"['1404152880', '1404152799']"
4762,False,service,"['1404152885', '1404152790']"
4763,False,service,"['1404152790', '1404152885']"
4764,False,service,"['1404152783', '1404152847']"
4765,False,service,"['1404152847', '1404152783']"
4766,False,residential,"['1562117598', '483112319', '482733092']"
4767,False,residential,"['482733092', '483112319', '1562117598']"
4768,False,residential,"['482733092', '601145316']"
4769,False,residential,"['601145316', '482733092']"
4770,False,residential,"['601145316', '483113556']"
4771,False,residential,"['483113556', '601145316']"
4772,False,residential,"['483113556', '483113599']"
4773,False,residential,"['483113599', '483113556']"
4774,False,service,"['1562117599', '1562117605']"
4775,False,service,"['1562117605', '1562117599']"
4776,True,residential,"['486193994', '1807318141', '1807311599', '1807311600', '1807311601', '1807311602', '601661230', '1807311606', '1807311607', '1807311608', '483106759']"
4777,True,residential,"['483106759', '1807311608', '1807311607', '1807311606', '601661230', '1807311602', '1807311601', '1807311600', '1807311599', '1807318141', '486193994']"
4778,False,tertiary,"['483103362', '971168073']"
4779,False,tertiary,"['971168073', '483103362']"
4780,False,tertiary,"['971168073', '483106120']"
4781,False,tertiary,"['483106120', '971168073']"
4782,False,tertiary,"['483106120', '483107860', '95612191']"
4783,False,tertiary,"['95612191', '483107860', '483106120']"
4784,True,primary,"['1883258214', '481384563', '475974969', '103736893', '486255428', '481387876', '5070865544']"
4785,True,primary,"['5070865544', '481387876', '486255428', '103736893', '475974969', '481384563', '1883258214']"
4786,True,primary,"['5070865544', '481388053', '481388603', '481386949', '385114530', '1888382770', '103736983']"
4787,True,primary,"['103736983', '1888382770', '385114530', '481386949', '481388603', '481388053', '5070865544']"
4788,True,primary,"['75354586', '1888382763', '1888382779', '1888382772', '1888382827', '1888382787', '1888382898', '677735262']"
4789,True,primary,"['677735262', '1888382898', '1888382787', '1888382827', '1888382772', '1888382779', '1888382763', '75354586']"
4790,True,tertiary,"['483106759', '486206939', '857780856']"
4791,True,tertiary,"['857780856', '486206939', '483106759']"
4792,False,unclassified,"['857780856', '93246481', '3027181884', '2049780828', '857780858']"
4793,False,unclassified,"['857780858', '2049780828', '3027181884', '93246481', '857780856']"
4794,True,unclassified,"['385113782', '773662897', '4273412842', '3758885822', '773662879', '2555954419', '2555954421', '1316623495']"
4795,True,unclassified,"['1316623495', '2555954421', '2555954419', '773662879', '3758885822', '4273412842', '773662897', '385113782']"
4796,True,unclassified,"['1316623495', '385113781', '475975057']"
4797,True,unclassified,"['475975057', '385113781', '1316623495']"
4798,True,unclassified,"['475975057', '1316623182']"
4799,True,unclassified,"['1316623182', '475975057']"
4800,True,unclassified,"['1316623182', '1316694068']"
4801,True,unclassified,"['1316694068', '1316623182']"
4802,True,unclassified,"['1316694068', '599407025']"
4803,True,unclassified,"['599407025', '1316694068']"
4804,True,unclassified,"['599407025', '385113562']"
4805,True,unclassified,"['385113562', '599407025']"
4806,True,residential,"['475977497', '1548518431', '385113786']"
4807,True,residential,"['385113786', '1548518431', '475977497']"
4808,True,residential,"['385113786', '1316623328']"
4809,True,residential,"['1316623328', '385113786']"
4810,True,residential,"['1316623328', '1317671170']"
4811,True,residential,"['1317671170', '1316623328']"
4812,True,residential,"['1317671170', '385113788']"
4813,True,residential,"['385113788', '1317671170']"
4814,True,residential,"['385113788', '1317671241']"
4815,True,residential,"['1317671241', '385113788']"
4816,True,residential,"['1317671241', '385113789']"
4817,True,residential,"['385113789', '1317671241']"
4818,True,residential,"['385113789', '385113791']"
4819,True,residential,"['385113791', '385113789']"
4820,True,residential,"['385113791', '1316623647']"
4821,True,residential,"['1316623647', '385113791']"
4822,True,residential,"['1316623647', '1316623389']"
4823,True,residential,"['1316623389', '1316623647']"
4824,True,residential,"['1316623389', '1316623308']"
4825,True,residential,"['1316623308', '1316623389']"
4826,True,residential,"['1316623308', '1316623442']"
4827,True,residential,"['1316623442', '1316623308']"
4828,True,residential,"['1316623442', '1317671003']"
4829,True,residential,"['1317671003', '1316623442']"
4830,True,residential,"['1317671003', '385113794']"
4831,True,residential,"['385113794', '1317671003']"
4832,True,residential,"['385113794', '385113795']"
4833,True,residential,"['385113795', '385113794']"
4834,True,residential,"['475977497', '385113785', '1316623507']"
4835,True,residential,"['1316623507', '385113785', '475977497']"
4836,True,residential,"['1316623507', '773662878']"
4837,True,residential,"['773662878', '1316623507']"
4838,True,residential,"['773662878', '2460670088', '2460670085', '2460670081', '385113782']"
4839,True,residential,"['385113782', '2460670081', '2460670085', '2460670088', '773662878']"
4840,False,service,"['2922033553', '2922033571', '2922033569', '2922033539']"
4841,False,service,"['2922033539', '2922033569', '2922033571', '2922033553']"
4842,False,service,"['2969936436', '2969936437', '2969936438', '2969936439', '2969936440', '2969936441', '2969936442', '2969936443', '2969936444', '2969936445', '2969936446']"
